172.18.0.1 - - [04/Jun/2026:22:00:11 +0900] "GET / HTTP/1.1" 200 478 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) TraceLogDemo-Normal/1.0 Chrome/136"
172.18.0.1 - - [04/Jun/2026:22:00:13 +0900] "GET /api/products HTTP/1.1" 200 8039 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) TraceLogDemo-Normal/1.0 Chrome/136"
172.18.0.1 - - [04/Jun/2026:22:00:15 +0900] "GET /products HTTP/1.1" 200 478 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) TraceLogDemo-Normal/1.0 Chrome/136"
172.18.0.1 - - [04/Jun/2026:22:00:17 +0900] "GET /api/products/1 HTTP/1.1" 200 485 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) TraceLogDemo-Normal/1.0 Chrome/136"
172.18.0.1 - - [04/Jun/2026:22:00:19 +0900] "GET /api/products/1/reviews HTTP/1.1" 200 194 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) TraceLogDemo-Normal/1.0 Chrome/136"
172.18.0.1 - - [04/Jun/2026:22:00:21 +0900] "GET /api/products/2 HTTP/1.1" 200 500 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) TraceLogDemo-Normal/1.0 Chrome/136"
172.18.0.1 - - [04/Jun/2026:22:00:24 +0900] "GET /api/products/2/reviews HTTP/1.1" 200 12 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) TraceLogDemo-Normal/1.0 Chrome/136"
172.18.0.1 - - [04/Jun/2026:22:00:26 +0900] "GET /api/products/3 HTTP/1.1" 200 481 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) TraceLogDemo-Normal/1.0 Chrome/136"
172.18.0.1 - - [04/Jun/2026:22:00:29 +0900] "GET /api/products/3/reviews HTTP/1.1" 200 12 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) TraceLogDemo-Normal/1.0 Chrome/136"
172.18.0.1 - - [04/Jun/2026:22:00:32 +0900] "GET /login HTTP/1.1" 200 478 "-" "TraceLogDemo-BruteForce/1.0"
172.18.0.1 - - [04/Jun/2026:22:00:33 +0900] "POST /api/auth/login HTTP/1.1" 401 84 "-" "TraceLogDemo-BruteForce/1.0"
172.18.0.1 - - [04/Jun/2026:22:00:33 +0900] "POST /api/auth/login HTTP/1.1" 401 84 "-" "TraceLogDemo-BruteForce/1.0"
172.18.0.1 - - [04/Jun/2026:22:00:34 +0900] "POST /api/auth/login HTTP/1.1" 401 84 "-" "TraceLogDemo-BruteForce/1.0"
172.18.0.1 - - [04/Jun/2026:22:00:34 +0900] "POST /api/auth/login HTTP/1.1" 401 84 "-" "TraceLogDemo-BruteForce/1.0"
172.18.0.1 - - [04/Jun/2026:22:00:34 +0900] "POST /api/auth/login HTTP/1.1" 401 84 "-" "TraceLogDemo-BruteForce/1.0"
